#{"t_start": 1747523962.9248097, "env_id": "None"}
r,l,t
8.816307,9,2440.82443
5.786062,9,2440.863522
8.595627,10,2440.926168
8.36328,10,2440.967317
5.940608,11,2441.016571
5.6486473,11,2441.067922
5.6627254,13,2441.118828
7.535853,10,2441.161571
2.35,11,2441.19722
6.423698,11,2441.233883
4.755422,10,2441.265085
9.130808,10,2441.294194
8.1637535,9,2441.318063
3.7563868,11,2441.348277
6.942601,10,2441.37125
9.126587,10,2441.397042
9.811568,10,2441.419267
5.528096,11,2441.444766
3.15,9,2441.469471
8.844133,10,2441.49297
4.482195,10,2441.515881
8.750867,10,2441.550108
6.796607,11,2441.582868
4.756123,12,2441.614051
3.9061491,11,2441.637999
-0.050000012,10,2441.679585
7.904932,11,2441.717884
7.183285,9,2441.748601
9.2804,9,2441.778068
0.80000025,11,2441.823427
7.042986,10,2441.849934
0.9248221,10,2441.884771
10.118995,11,2441.919499
3.2,10,2441.959547
4.8860154,11,2441.997812
6.5096817,11,2442.033083
7.609585,10,2442.064576
8.212159,10,2442.099597
7.8660135,10,2442.13296
9.010304,10,2442.160703
3.15,11,2442.195319
7.3854284,10,2442.228903
8.368167,10,2442.259413
4.5684566,10,2442.299982
2.3999999,11,2442.344677
2.8500001,11,2442.382196
5.6897435,10,2442.409951
0.65,10,2442.450231
3.0860481,10,2442.490292
0.5500001,11,2443.434402
8.98251,9,2443.466094
9.295676,10,2443.500054
1.2,10,2443.528353
3.5,9,2443.561864
7.28473,12,2443.589342
2.25,11,2443.616364
3.0,11,2443.644227
7.9730797,11,2443.672118
7.8167114,10,2443.708628
3.1950784,9,2443.742589
5.9000006,10,2443.777447
6.928946,10,2443.815104
7.056208,8,2443.841967
6.1791124,10,2443.889901
7.74368,11,2443.926106
6.0347214,10,2443.95928
8.534226,9,2443.993947
1.05,9,2444.037799
0.10000001,10,2444.085783
0.6,11,2444.133589
1.45,9,2444.161994
7.4247556,10,2444.195
7.480055,11,2444.237349
9.259675,10,2444.284071
7.9363985,11,2444.334012
0.9500002,9,2444.365642
7.527584,10,2444.398677
8.578573,11,2444.429301
8.350132,10,2444.461541
9.086073,11,2444.497918
0.39999998,10,2444.530092
8.5507345,9,2444.55894
7.920247,11,2444.598595
8.534185,11,2444.631337
8.793554,10,2444.659589
7.94244,9,2444.696105
9.604002,9,2444.731451
6.172448,11,2444.766686
8.167773,9,2444.807799
8.606512,11,2444.838136
7.7772226,10,2444.878693
9.384793,11,2444.916557
9.071325,9,2444.949579
9.386725,10,2444.972197
8.291692,11,2446.843033
1.1500001,10,2446.874293
3.869703,10,2446.916535
8.199789,12,2446.983478
8.478587,10,2447.012852
7.9432178,11,2447.049365
9.669167,11,2447.089387
3.2586224,11,2447.123489
4.844354,11,2447.151116
7.478125,10,2447.184386
7.3025174,10,2447.215137
6.9792953,11,2447.258077
8.883772,10,2447.284193
7.2336116,9,2447.319426
8.729117,10,2447.35007
9.105129,11,2447.398313
8.245571,10,2447.435894
8.79265,10,2447.467791
9.252272,10,2447.505903
7.8842306,10,2447.542116
6.255336,11,2447.584456
9.593662,9,2447.610657
7.9987583,10,2447.636699
7.979059,10,2447.661035
7.361821,11,2447.686248
9.016696,10,2447.711811
10.705202,10,2447.737306
7.5221543,10,2447.775037
9.518847,10,2447.809981
5.855001,13,2447.859233
6.8786464,11,2447.886399
2.0500002,10,2447.912806
6.3576393,9,2447.933291
6.66206,10,2447.959665
4.6031876,11,2447.986628
7.69728,11,2448.011875
9.02076,11,2448.051301
5.1117883,10,2448.091461
8.22663,11,2448.127149
8.955105,10,2448.166266
5.465351,9,2448.208081
7.222878,11,2448.251034
7.809662,11,2448.290681
10.48646,10,2448.325067
5.539979,11,2448.362669
7.4566164,12,2448.406952
0.5500001,11,2448.448376
1.5670011,11,2448.483405
8.542745,11,2448.527596
2.591332,9,2448.565365
6.1180873,12,2448.612166
8.104204,10,2448.648098
4.154555,10,2448.676867
4.55,11,2448.71291
6.216582,11,2448.765439
9.129487,9,2448.800061
8.049894,11,2448.833635
5.6257825,11,2448.874533
6.5901775,10,2448.911941
7.539365,11,2448.96575
8.598288,11,2449.00356
8.468593,12,2449.042315
5.821555,10,2449.076677
7.3964615,10,2449.114231
7.8188815,9,2449.154295
3.0426543,11,2449.209983
8.819418,11,2449.240133
8.7808485,10,2449.2619
7.7376194,11,2449.290726
0.9500001,10,2449.324847
8.401652,10,2449.364721
7.893372,12,2449.395825
9.701863,11,2449.420208
6.1499996,10,2449.449483
2.9050896,9,2449.470706
9.649276,10,2449.491957
4.3406715,12,2449.53465
2.3999999,11,2449.581228
2.1000001,11,2449.610989
6.391147,11,2449.64275
-0.05000007,13,2449.683074
2.8000002,11,2449.725016
6.3412237,10,2449.762326
4.4274073,10,2449.790961
7.3476815,10,2449.823425
7.3816576,12,2449.860478
6.151886,11,2449.886099
2.548511,12,2449.927061
4.023084,12,2449.969931
5.9752607,10,2449.997083
6.365025,11,2450.025789
8.571087,11,2450.062744
10.167946,10,2450.086138
6.8663797,10,2450.117159
7.415328,9,2450.1449
4.907965,11,2450.177065
7.585543,11,2450.216766
1.9499998,11,2451.973745
8.896639,10,2452.020308
6.186639,11,2452.064066
10.239688,12,2452.103299
4.7424693,11,2452.145567
4.4260635,11,2452.175246
8.97374,11,2452.202224
7.35928,11,2452.230953
6.136802,10,2452.267514
1.8174324,11,2452.301456
3.164337,12,2452.339988
7.0277424,10,2452.380562
7.628398,12,2452.421746
6.2554092,10,2452.450391
7.627978,11,2452.495837
7.107588,11,2452.53021
8.562762,10,2452.559581
1.538687,11,2452.594373
8.489123,9,2452.616379
9.370146,9,2452.644781
7.795189,11,2452.674381
9.404013,11,2452.702431
8.658718,10,2452.725573
8.469245,10,2452.760483
2.9922655,11,2452.798483
8.920418,10,2452.829314
2.6654387,9,2452.869344
6.083912,10,2452.904616
7.3736706,12,2452.957928
7.3523965,10,2453.001246
7.8588433,12,2453.041471
1.75,11,2453.092968
8.822551,11,2453.144742
4.012744,11,2453.178108
6.90031,10,2453.207019
3.157105,9,2453.238775
2.6000001,11,2453.266118
1.9114165,10,2453.295452
6.836113,11,2453.330935
6.7863894,10,2453.370722
8.611028,10,2453.412756
5.2793922,12,2453.447289
7.855547,11,2453.484094
5.4447412,10,2453.513359
8.76453,10,2453.552017
6.9929,11,2453.604145
8.582426,11,2453.640984
8.20091,11,2453.680062
5.2647653,10,2453.718009
6.9400973,10,2453.743128
0.8,11,2453.770919
10.581456,9,2453.79251
6.8686943,12,2453.835285
7.1446033,12,2453.882815
2.2089348,11,2453.917248
7.4829946,11,2453.955063
4.0458384,10,2454.001342
3.2623203,10,2454.030316
6.9946375,11,2454.054072
6.3963475,10,2454.080786
5.863174,10,2454.109388
9.403566,9,2454.14748
7.0786104,11,2454.213581
8.63794,10,2454.290026
3.3000002,11,2454.317655
6.5792017,10,2454.352148
8.761454,11,2454.392411
3.4552586,9,2454.412471
3.9594204,11,2454.44512
7.0504413,10,2454.469106
7.036359,11,2454.49584
1.1628642,10,2454.525984
3.0500002,11,2454.562656
7.462537,11,2454.60469
5.709803,10,2454.636621
6.8136435,11,2454.669171
6.4828076,11,2454.70633
8.801686,9,2454.743657
2.7000003,11,2454.78549
6.461257,9,2454.818361
5.8743243,10,2454.854722
7.3258276,9,2454.890221
7.8586555,10,2454.930909
5.747997,10,2454.971681
7.54225,11,2455.018136
4.348532,11,2455.07297
7.8422866,10,2455.117505
7.0544114,13,2455.159236
5.501942,11,2455.209136
6.7351294,10,2455.248032
10.096133,12,2455.28456
6.3833833,11,2455.331985
2.8635154,11,2455.365494
4.277429,10,2455.398284
2.144329,10,2455.434719
3.1500003,11,2455.478145
5.0779786,10,2455.50749
5.3848314,11,2457.358561
7.2410145,11,2457.392513
6.637471,10,2457.430082
5.0387483,10,2457.462455
4.9173827,10,2457.497978
9.091931,10,2457.53429
7.5593204,10,2457.571493
0.049999952,10,2457.607684
9.118337,10,2457.645738
9.1699295,11,2457.688529
6.183041,10,2457.720739
0.099999905,11,2457.750745
3.95,11,2457.793846
8.825478,9,2457.821469
9.716497,10,2457.85285
2.8000002,10,2457.88352
9.382751,10,2457.917868
7.7450843,11,2457.951933
8.605333,10,2457.986884
9.680792,11,2458.035556
8.163355,11,2458.086911
7.2861447,10,2458.116633
3.7299774,10,2458.146394
1.2,10,2458.171855
6.4369564,10,2458.210194
8.225293,11,2458.24941
7.286335,12,2458.30454
2.75,10,2458.337361
8.430342,11,2458.36398
7.449966,9,2458.396548
9.26738,11,2458.427403
5.554095,10,2458.44918
1.7321029,13,2458.478706
6.942344,10,2458.504946
7.812357,11,2458.544836
8.430006,11,2458.588132
7.208704,9,2458.612149
6.313979,11,2458.646583
6.2232237,10,2458.676115
9.468699,10,2458.713625
8.663656,10,2458.76152
8.179173,10,2458.809718
2.7500002,10,2458.850754
4.119644,9,2458.87655
6.6758285,10,2458.903054
2.8500001,10,2458.930168
8.127893,10,2458.952929
7.976058,10,2458.975757
8.301873,11,2459.021608
2.5314827,10,2459.060175
3.7,11,2459.08368
7.917934,11,2459.111572
6.6345434,10,2459.141176
7.420518,12,2459.175426
9.058852,10,2459.219099
8.235697,11,2459.244042
6.2591715,11,2459.28772
7.6105413,10,2459.309903
7.8952794,10,2459.341927
6.864201,11,2459.378528
6.939451,10,2459.419601
6.1344557,11,2459.443599
7.3981524,11,2459.46945
8.930476,11,2459.497486
8.764753,11,2459.52293
8.545581,10,2459.545434
7.512046,11,2459.571012
4.9302883,11,2459.602501
0.5999998,12,2459.628433
6.507237,12,2459.656516
8.924829,10,2459.679051
6.535985,11,2459.711627
9.214056,10,2459.740117
6.45418,10,2459.766914
6.9287195,10,2459.799211
3.6106625,9,2459.838539
3.1906042,10,2459.867378
5.8447657,11,2459.903857
6.2691684,11,2459.942312
6.6521263,11,2459.976227
3.964324,11,2460.031725
7.721847,10,2460.064148
6.165877,11,2460.098708
7.0399942,11,2460.142415
7.474544,11,2460.171953
7.0415287,10,2460.210964
3.072481,10,2460.244984
8.232791,10,2460.278194
8.170583,10,2460.312411
5.8784018,11,2460.357505
7.7899175,10,2460.395697
9.608275,10,2460.426363
6.133896,11,2460.469721
7.807854,10,2460.496416
2.6342447,11,2460.539593
5.70541,10,2460.575579
9.455225,9,2460.622196
3.3451881,11,2460.696144
7.9064393,10,2460.733731
8.482474,10,2462.574918
6.1253247,10,2462.618448
7.393014,10,2462.645629
5.38233,10,2462.680438
5.950117,11,2462.723822
7.6961713,10,2462.756131
8.166614,10,2462.791924
7.8831677,10,2462.828151
4.0280824,11,2462.881324
9.947262,9,2462.917373
8.002381,10,2462.94681
9.775395,10,2462.985815
2.55,10,2463.018724
9.688254,11,2463.070111
7.6449575,10,2463.104127
1.75,11,2463.163041
6.648941,11,2463.192667
7.622362,10,2463.218689
5.067274,11,2463.247942
9.502156,11,2463.27611
9.60946,10,2463.301028
8.360663,9,2463.324533
5.932803,10,2463.352782
2.1836042,11,2463.39417
8.221236,11,2463.434641
10.373283,11,2463.477629
7.5586896,10,2463.518046
4.3127112,10,2463.551525
5.246699,10,2463.593612
8.765056,11,2463.634612
4.9999995,11,2463.677552
5.123184,10,2463.714942
7.280769,10,2463.752352
6.943262,10,2463.788057
8.152566,10,2463.829914
7.972168,9,2463.866133
0.45000017,11,2463.906201
6.797517,10,2463.936087
8.133127,10,2463.977984
6.1987815,10,2464.017651
7.9820457,10,2464.076003
7.3186703,11,2464.120887
9.659069,10,2464.198215
1.7,10,2464.235321
0.5692563,11,2464.266298
8.390261,11,2464.293489
7.0428734,10,2464.317385
8.695397,10,2464.341573
5.918247,11,2464.366408
8.314117,9,2464.389799
8.851546,10,2464.421543
6.2002106,9,2464.454461
8.503346,9,2464.486436
6.950358,10,2464.521538
2.97986,10,2464.557459
6.592391,11,2464.599689
6.566574,10,2464.633378
4.4049144,10,2464.667868
8.018171,10,2464.703126
7.461235,11,2464.751207
9.042216,11,2464.783994
6.3285775,11,2464.826199
8.21196,9,2464.848049
5.4633274,11,2464.87612
6.448551,11,2464.918347
8.609095,9,2464.944031
6.58053,11,2464.969033
6.7529235,10,2464.994563
0.7,11,2465.02033
9.039711,8,2465.040422
8.168825,8,2465.063267
5.149133,9,2465.099093
0.45000005,10,2465.138366
4.4021626,11,2465.170702
8.605786,9,2465.196049
9.453162,10,2465.248565
4.7639184,11,2465.27968
6.160347,11,2465.332093
6.7774663,10,2465.362171
4.096806,11,2465.390573
6.533252,10,2465.419011
7.601213,11,2465.46754
7.221521,11,2465.506867
0.9360942,10,2465.532024
8.533359,11,2465.563434
0.8500001,10,2465.602226
5.574401,10,2465.643456
6.731082,11,2465.678372
3.4940865,11,2465.722669
8.49946,9,2465.757
8.338266,10,2465.790654
7.4574294,10,2465.822252
8.105474,10,2465.853963
6.36417,11,2465.897189
8.148956,11,2465.935418
7.6951714,10,2465.977077
9.238631,10,2466.010608
8.076469,11,2466.042523
7.892761,10,2466.074878
8.223629,9,2466.10129
6.043591,10,2467.932018
2.25,9,2467.959131
6.362988,11,2467.995741
4.684947,11,2468.038477
8.987049,11,2468.074162
5.441136,11,2468.106876
10.204297,10,2468.134679
9.617315,10,2468.167932
8.969537,9,2468.208763
8.3006115,10,2468.246604
0.5,11,2468.286608
6.7285337,11,2468.320961
7.2006245,10,2468.357023
7.796656,10,2468.394873
7.4321203,11,2468.435609
6.750481,10,2468.469053
8.333957,9,2468.49802
8.368124,10,2468.533539
7.4155874,11,2468.569401
8.96977,10,2468.628157
7.9147043,10,2468.689797
8.117996,9,2468.723949
3.7540262,10,2468.747692
4.8064966,10,2468.774758
8.403622,10,2468.797354
8.154857,9,2468.821102
7.2043386,11,2468.846321
8.456949,9,2468.872602
7.9370213,11,2468.90096
7.7700496,10,2468.938855
9.044223,9,2468.966738
6.1674013,9,2468.992125
6.45,10,2469.026933
7.782506,9,2469.065109
9.327352,9,2469.095626
7.9244385,10,2469.132833
6.822125,10,2469.17433
8.317659,11,2469.2087
2.35,10,2469.26369
6.305586,10,2469.305259
6.1745615,11,2469.342462
8.382436,11,2469.381396
6.5435596,10,2469.418351
5.9647493,10,2469.455729
8.562996,10,2469.504468
3.6871426,10,2469.529037
8.194093,10,2469.554881
6.564512,9,2469.576459
6.1288347,10,2469.604161
6.268605,11,2469.639185
8.404103,11,2469.676983
9.021056,10,2469.702821
9.187311,10,2469.740186
7.3917623,11,2469.775446
6.5522847,10,2469.810584
8.135947,11,2469.851888
8.465512,11,2469.877862
7.8312106,9,2469.911119
2.8534243,10,2469.944479
6.603704,11,2469.982411
7.2160177,9,2470.009935
3.3000002,9,2470.045806
6.8300166,11,2470.099349
2.4499998,10,2470.123453
5.8566365,11,2470.157083
8.199672,10,2470.188074
8.484751,10,2470.230414
7.256906,11,2470.278559
9.209367,10,2470.322339
6.9583044,11,2470.363074
6.5409675,9,2470.391652
7.454459,9,2470.43074
7.476596,10,2470.455768
7.9075747,10,2470.490459
6.777117,9,2470.512592
3.8933015,10,2470.537949
0.6,11,2470.568855
9.39051,12,2470.622982
6.6226797,10,2470.653535
8.248947,10,2470.692899
5.2950788,10,2470.730286
8.152231,11,2470.763586
8.758083,11,2470.795691
9.374287,10,2470.84042
7.944523,10,2470.872101
5.9894676,11,2470.904885
8.486127,11,2470.95533
3.25,10,2470.979966
7.9158115,11,2471.006751
2.75,11,2471.042168
7.605104,10,2471.078504
4.8874893,10,2471.126588
9.157367,10,2471.165548
7.492454,11,2471.201389
9.199449,11,2471.252088
0.6,11,2471.297393
9.004515,10,2471.322567
4.4046555,11,2471.379606
5.4218407,10,2471.405454
5.712382,11,2471.434687
3.3000002,10,2473.145319
8.111431,10,2473.184301
-5.45,10,2473.215057
8.229566,11,2473.257046
9.154221,9,2473.29152
8.258252,9,2473.333842
5.7496443,9,2473.368566
7.3439384,10,2473.402688
9.179618,10,2473.454743
3.774159,11,2473.500901
7.950221,7,2473.522601
6.3702893,10,2473.556499
4.276215,10,2473.602736
7.6347704,11,2473.640779
8.384067,10,2473.67694
8.690094,10,2473.703554
0.099999964,11,2473.73511
7.6886306,10,2473.768499
8.797423,10,2473.804833
8.29357,11,2473.83698
7.9386163,9,2473.861035
6.1552467,10,2473.911493
6.0678616,10,2473.951325
6.9877267,11,2474.002686
6.493576,11,2474.035713
7.081413,10,2474.065778
8.332476,10,2474.097748
6.1520877,11,2474.144316
1.95,9,2474.164538
8.908688,10,2474.186974
8.636193,10,2474.214897
7.3148465,10,2474.241679
7.1929555,11,2474.286136
7.367312,11,2474.328046
8.537817,11,2474.374038
2.6026728,10,2474.416227
7.150472,10,2474.450781
8.297544,9,2474.498223
5.6434,9,2474.533515
9.314391,11,2474.568911
7.2369585,9,2474.593359
8.147906,10,2474.625155
6.3732414,10,2474.659467
6.727932,10,2474.702083
9.076094,10,2474.735239
6.390431,9,2474.757705
6.8429646,10,2474.788519
8.274442,10,2474.816374
7.285555,11,2474.842621
7.9259553,10,2474.872746
1.9000001,11,2474.924594
9.035857,10,2474.955554
5.350587,11,2474.983842
8.951236,9,2475.015746
8.734175,11,2475.051896
8.35731,9,2475.078368
8.706691,9,2475.100317
7.415269,10,2475.140339
1.3000002,9,2475.17059
8.526354,10,2475.196801
7.813653,10,2475.232639
5.232843,10,2475.271536
8.047459,10,2475.31098
7.835877,10,2475.338239
8.298916,9,2475.360291
7.5814304,10,2475.384993
7.7675376,11,2475.436593
6.56149,11,2475.467043
7.148034,11,2475.528257
8.33575,11,2475.554138
10.598709,10,2475.577536
7.8049006,9,2475.602732
7.9946556,10,2475.626498
6.8912554,9,2476.569454
8.925319,10,2476.593005
8.439068,10,2476.615368
6.387934,10,2476.643787
6.8547463,11,2476.669394
5.064398,11,2476.695879
4.597151,11,2476.72486
8.313305,10,2476.754979
8.258504,11,2476.801921
6.7229004,10,2476.829567
7.4823494,9,2476.855804
8.206152,9,2476.876894
7.6157837,10,2476.906684
8.25696,9,2476.932879
6.1260605,11,2476.963221
2.2209,10,2477.00588
2.7500002,9,2477.045243
5.773444,10,2477.08323
6.832896,9,2477.105614
7.899554,10,2477.129677
5.865517,10,2477.154732
1.3000002,10,2477.19168
4.3329997,9,2477.227954
1.1000001,11,2477.272892
5.2475533,10,2477.304575
7.973487,10,2477.348594
6.891386,9,2477.376148
7.8569407,9,2477.410947
1.8500001,10,2477.452991
9.067365,11,2477.497702
7.3927536,11,2479.232169
0.9500002,9,2479.286675
8.780858,10,2479.316936
6.9222493,11,2479.34516
8.655885,9,2479.366765
8.51258,9,2479.389577
2.4014158,10,2479.424472
10.088725,9,2479.447529
4.807025,10,2479.489161
6.6673903,9,2479.527486
6.706577,11,2479.55999
5.6063185,11,2479.60332
10.232684,9,2479.640643
6.3265643,9,2479.678437
6.8680763,10,2479.730844
9.029831,10,2479.76878
9.998758,10,2479.794582
3.8843136,11,2479.826625
7.85104,10,2479.869693
7.0068536,10,2479.903538
6.5859704,10,2479.929034
8.430437,10,2479.95222
9.033284,9,2479.971861
8.810624,11,2480.000551
8.977418,9,2480.020002
4.8,8,2480.038143
8.893161,10,2480.064816
7.6586227,9,2480.088175
7.9031277,11,2480.115462
8.677954,10,2480.153586
8.737287,10,2480.187306
8.646328,10,2480.22058
6.412467,11,2480.268002
8.779702,11,2480.310983
5.861628,11,2480.341067
2.40455,10,2480.368249
8.02695,10,2480.394587
8.741037,9,2480.428078
10.338359,11,2480.469402
7.353226,11,2480.496856
8.960463,10,2480.528768
9.777577,11,2480.567051
2.0500002,8,2480.587258
9.7474785,11,2480.615097
7.397232,11,2480.649751
3.5000002,9,2480.688133
9.438232,10,2480.727544
2.4970703,11,2480.768633
8.810657,10,2480.80691
9.591144,10,2480.856524
8.902565,10,2480.893482
3.6000001,9,2480.939138
6.9280434,10,2480.964819
4.620891,10,2481.001354
9.008131,9,2481.044502
8.863401,9,2481.070842
9.678012,10,2481.109309
7.652396,11,2481.16082
7.4062552,11,2481.209511
4.5386167,10,2481.256662
10.478394,11,2481.302221
3.5000002,10,2481.336774
1.85,11,2481.37036
7.2057824,10,2481.401822
8.243405,10,2481.45731
4.449733,10,2481.493957
6.709452,11,2481.526168
3.407402,11,2481.556648
9.367489,11,2481.584797
4.902439,11,2481.620013
8.296158,10,2481.811862
9.654668,10,2481.862386
7.17418,10,2481.892498
4.0,9,2481.930478
0.25,10,2481.961051
3.0162504,8,2481.980715
4.6437593,10,2482.002876
8.371945,9,2482.022029
9.016697,10,2482.044857
8.683806,11,2482.071983
9.904151,9,2482.095273
8.188604,10,2482.126289
9.624032,10,2482.16429
7.647253,11,2482.198849
2.8500001,11,2482.230063
4.052332,10,2482.266526
3.6043777,10,2482.30952
4.486338,11,2482.347336
2.3529978,11,2482.395942
3.2383685,10,2482.423851
9.329481,10,2482.458444
9.179613,10,2482.48958
8.55776,10,2482.513369
4.1000004,10,2482.542171
1.45,11,2482.578542
6.9010763,11,2482.623123
6.0842323,10,2482.657733
5.4233956,11,2482.685806
2.5559037,11,2482.724102
8.940671,10,2482.767042
7.7367363,10,2482.805201
7.8337436,9,2484.365861
7.7742853,10,2484.389489
6.871319,10,2484.418117
8.110112,10,2484.454765
7.713832,9,2484.484529
0.15000004,10,2484.538805
0.5500001,9,2484.566436
1.0,8,2484.593626
8.776788,10,2484.632551
9.2215395,10,2484.668781
7.1304417,11,2484.699533
7.584399,11,2484.728855
8.217166,9,2484.758071
4.3352766,10,2484.788492
11.036339,10,2484.815615
-1.4901161e-08,11,2484.840512
7.748955,11,2484.878699
6.408453,9,2484.907367
4.926069,11,2484.952634
1.8000002,10,2484.982681
0.7000002,9,2485.020581
5.130089,9,2485.050118
9.302762,9,2485.07076
9.459616,10,2485.091707
1.6162657,10,2485.114872
4.8386035,11,2485.141272
4.3316607,11,2485.168109
2.4142272,10,2485.189706
7.9352283,10,2485.209897
7.9411097,10,2485.237261
4.953797,9,2485.25725
8.767838,11,2485.291164
-5.25,9,2485.311824
7.157054,10,2485.334854
7.38452,10,2485.360969
8.424353,12,2485.398675
7.249196,11,2485.432535
9.091139,10,2485.475523
8.138565,11,2485.521531
7.7622223,11,2485.562485
9.08276,11,2485.602912
9.981301,10,2485.644202
8.819298,10,2485.675317
7.4887915,9,2485.69448
8.595738,11,2485.733783
8.450797,10,2485.777569
8.161714,8,2485.795307
6.7728395,10,2485.815895
7.720513,11,2485.842128
7.727028,11,2485.864296
8.209007,11,2485.890822
3.5853562,10,2485.913311
9.435637,9,2485.940516
6.862273,10,2485.96724
5.2117558,10,2485.990618
10.715447,11,2486.016133
6.9034777,11,2486.040794
9.52211,11,2486.068191
9.675539,9,2486.102884
9.375624,9,2486.146372
8.391186,9,2486.177608
8.974871,10,2486.215922
5.183177,9,2486.251048
6.8377786,9,2486.28555
7.4290924,11,2486.337037
8.682931,10,2486.373934
2.5056603,11,2486.411825
7.6988955,11,2486.470911
4.4,10,2486.514757
6.9771576,11,2486.560379
8.500247,10,2486.585463
3.3219428,10,2486.625003
6.9458632,9,2486.649044
7.758159,10,2486.684104
7.305308,10,2486.716215
8.169907,10,2486.74938
5.8372164,11,2486.784581
6.0953856,9,2486.817274
3.1436334,11,2486.855143
4.559491,11,2486.900291
2.9,11,2486.940097
7.8322744,8,2486.96773
9.7679,10,2487.003823
1.5500002,9,2487.032411
7.217919,10,2487.062458
8.305029,11,2487.099845
3.076149,11,2487.141236
1.1759233,10,2487.174632
9.952423,11,2487.213472
1.6815853,11,2487.253438
6.818757,10,2487.299571
7.930305,11,2487.335621
1.8000002,8,2487.368384
7.775286,9,2487.390914
6.44603,10,2487.419794
7.451483,11,2487.446989
10.773755,9,2487.470601
5.9657173,11,2487.498532
9.61445,10,2487.55353
6.950935,11,2487.581117
3.9830346,10,2487.607427
6.9237857,10,2487.646803
8.058107,9,2489.483826
7.582033,11,2489.512707
6.1231785,10,2489.537268
8.014053,11,2489.566254
9.176504,10,2489.60291
7.5597286,10,2489.644101
6.5236244,11,2489.685025
6.54398,10,2489.717679
8.088077,11,2489.75861
7.198522,11,2489.794325
4.8490505,10,2489.828971
7.9149127,10,2489.871089
7.8524265,10,2489.899068
7.6309037,9,2489.936768
5.977271,10,2489.968525
9.306462,11,2490.023643
4.9006157,11,2490.065515
6.8027067,10,2490.097151
4.6000004,9,2490.12066
8.352403,10,2490.143428
9.449507,11,2490.168037
9.5977125,10,2490.192902
2.3,9,2490.212725
4.8861566,10,2490.234265
7.9134755,11,2490.261006
4.4743404,10,2490.29021
9.470417,10,2490.325337
7.5727296,10,2490.351421
7.3843446,10,2490.394147
8.756112,10,2490.433194
7.542838,10,2490.466376
4.7239532,10,2490.500732
1.7737677,10,2490.528779
5.8291173,10,2490.561375
6.2411404,10,2490.608974
2.3223588,11,2490.651019
8.137144,10,2490.696578
0.8,10,2490.732301
8.18603,10,2490.762352
6.042713,9,2490.787439
4.8,10,2490.818628
7.1513243,11,2490.85746
8.538019,10,2490.884337
3.197864,11,2490.921793
8.886461,10,2490.952942
2.6885254,10,2490.983833
6.602748,11,2491.018085
8.561545,10,2491.051356
7.682,11,2491.079769
1.25,10,2491.10978
1.3,9,2491.139512
9.273462,10,2491.180937
9.374049,10,2491.212582
-0.25,11,2491.247239
9.009845,9,2491.27282
3.7335987,11,2491.305931
4.444513,9,2491.344039
9.647292,10,2491.379673
4.45,9,2491.403297
8.532422,11,2491.438687
8.383039,11,2491.475539
7.5112705,9,2491.506759
9.023095,10,2491.53323
8.167174,10,2491.581682
7.1257596,10,2491.611962
3.7424915,10,2491.637195
1.8661964,11,2491.670272
9.996327,11,2491.715601
8.322578,10,2491.749643
9.183712,10,2491.782658
6.4436283,11,2491.814721
3.8026025,11,2491.849458
7.25771,11,2491.874099
6.6716976,12,2491.913982
3.429107,10,2491.957482
8.635863,11,2491.993501
2.4,9,2492.028869
8.044922,10,2492.064498
8.921274,9,2492.107818
5.7056785,10,2492.143126
1.55,10,2492.187269
8.798625,11,2492.225307
2.1359177,10,2492.261786
7.332098,11,2492.306247
1.75,10,2492.334721
9.228976,9,2492.365095
8.485068,10,2492.389398
7.26344,11,2492.417335
11.140337,10,2492.445868
8.613821,11,2492.4785
7.8763156,10,2492.525973
7.0530453,10,2492.561362
7.185919,11,2492.592812
9.267382,11,2492.639041
0.05000001,9,2492.668241
10.091916,11,2492.711142
8.845587,10,2492.742892
7.9137206,10,2492.771853
7.9395337,10,2492.809314
8.127634,9,2492.834865
9.2513685,10,2494.563319
9.00007,11,2494.600648
9.06663,10,2494.623893
9.225774,10,2494.649458
1.9137597,12,2494.687305
7.462615,11,2494.713866
9.351951,11,2494.745685
1.95,10,2494.790105
8.638139,11,2494.830023
8.358477,10,2494.861422
5.2209873,9,2494.886198
8.897062,10,2494.930061
6.437957,10,2494.964348
8.823621,11,2495.010207
5.7481594,10,2495.038394
8.518593,11,2495.07829
5.7113276,10,2495.123177
9.014062,11,2495.166087
4.380734,10,2495.208335
7.4448776,10,2495.246097
7.8483906,10,2495.296161
7.6308694,11,2495.3455
6.587921,9,2495.369981
5.5592847,10,2495.415197
1.6670549,10,2495.458182
8.15298,10,2495.506557
7.3178506,12,2495.561921
7.270911,11,2495.590664
7.589982,11,2495.652799
9.706417,10,2495.687514
6.9777412,10,2495.71573
8.50421,9,2495.757968
6.8140993,10,2495.793754
6.595389,11,2495.832367
8.855327,10,2495.860146
1.0885828,11,2495.888025
8.927767,10,2495.914005
6.1912994,10,2495.948274
7.312923,10,2495.988787
6.561246,10,2496.018545
8.587614,10,2496.04371
2.3461385,11,2496.07676
1.5500001,10,2496.10688
6.4889345,9,2496.139815
8.35704,11,2496.17258
6.593763,11,2496.215068
6.9689417,11,2496.246542
9.582796,10,2496.297859
8.129943,10,2496.342614
3.1500003,11,2496.3864
6.2303457,12,2496.438972
7.5084963,11,2496.485346
3.1999998,10,2496.517581
7.604177,12,2496.551402
