#{"t_start": 1747523962.9248097, "env_id": "None"}
r,l,t
8.47144,9,2496.573898
6.0171504,10,2496.616097
6.9891624,10,2496.648335
4.0527773,10,2496.697856
6.6004868,11,2496.73337
6.1849337,9,2496.768917
7.318754,10,2496.797619
8.079511,10,2496.844908
8.40293,10,2496.89338
3.25,10,2496.91948
7.319855,10,2496.945666
7.2729316,10,2496.9696
7.42743,10,2496.995548
7.8968964,10,2497.020518
8.067211,10,2497.063767
6.765986,10,2497.113911
9.5860195,10,2497.146074
8.864006,10,2497.168795
9.789888,10,2497.196671
9.172579,10,2497.221275
8.221285,10,2497.245562
1.5500001,10,2497.27319
2.1289744,10,2497.298132
4.0,10,2497.323921
6.7574797,11,2497.359311
6.8072643,10,2497.401809
7.35509,11,2497.435338
6.6445966,10,2497.472291
1.5,10,2497.513308
6.6149836,10,2497.542283
8.273525,10,2497.594425
8.37783,10,2497.62612
9.333758,10,2497.65761
8.682273,10,2497.697514
7.3245716,10,2497.73938
8.399371,10,2497.779686
6.456022,10,2497.805437
7.0930457,9,2497.828233
6.470869,11,2497.85362
7.896987,10,2497.888301
7.65566,10,2497.910526
7.2721343,9,2497.935381
7.246151,10,2497.973646
7.511987,10,2497.999276
4.810991,10,2498.034776
9.714123,10,2498.062242
7.5373607,11,2498.091276
7.946029,9,2499.764368
7.9885616,10,2499.798027
7.304237,10,2499.820261
7.724114,11,2499.86254
6.4261346,10,2499.898854
7.6575413,10,2499.922745
6.0841155,10,2499.959147
7.0802164,11,2499.988784
5.842761,10,2500.018155
3.7,9,2500.048972
7.8594403,12,2500.08609
3.6069622,11,2500.128531
5.8546715,11,2500.15735
7.8512335,11,2500.185733
5.1872206,10,2500.211919
7.061569,11,2500.239345
7.4894047,10,2500.262142
8.195044,10,2500.2878
1.3500001,11,2500.314837
7.626259,11,2500.359286
6.2770424,11,2500.402826
6.530911,9,2500.42464
7.1172776,10,2500.449672
7.948769,10,2500.476765
8.130373,11,2500.521934
6.999355,10,2500.560161
9.597486,9,2500.599991
8.709632,9,2500.633193
7.919763,9,2500.656701
7.044879,10,2500.699899
5.663103,10,2500.751686
8.7947645,10,2500.801938
7.9309044,9,2500.840117
10.667402,10,2500.875293
9.139293,10,2500.916538
3.5056891,11,2500.946901
6.7062745,9,2500.970681
3.65,10,2500.995002
8.61442,10,2501.019405
8.521204,10,2501.053552
7.5493617,10,2501.080148
4.221294,10,2501.129096
8.077671,10,2501.158492
7.759889,10,2501.191546
7.2953677,9,2501.224061
8.450747,10,2501.256952
3.497047,8,2501.286974
9.292101,9,2501.318435
6.3546486,10,2501.359711
7.213693,11,2501.406992
7.7340903,10,2501.433629
6.8017364,10,2501.45998
1.3,10,2501.501274
7.3017354,10,2501.533766
8.21464,10,2501.582674
4.643666,11,2501.620749
3.788171,10,2501.656838
-1.4901161e-08,11,2501.708869
6.8071103,11,2501.76296
9.020916,9,2501.796211
8.322476,11,2501.838092
5.926318,10,2501.866028
0.9,10,2501.903177
9.966198,9,2501.947672
9.0580015,10,2501.985106
8.7284975,11,2502.029631
7.5832644,10,2502.070581
8.9518585,11,2502.112089
8.581494,9,2502.134935
9.525799,11,2502.16652
9.034495,10,2502.207299
7.1590047,11,2502.246848
8.892786,11,2502.275104
7.391119,11,2502.318547
4.2870817,9,2502.351867
7.4652433,10,2502.390605
6.718042,12,2502.42973
7.6934295,9,2502.4698
4.1562023,10,2502.508532
7.76087,10,2502.534348
8.865464,10,2502.562013
6.262744,10,2502.609296
6.3934474,10,2502.642029
9.352021,10,2502.677587
5.421138,10,2502.709546
8.326054,9,2502.731161
3.95,9,2502.753175
9.990844,11,2502.801631
7.962381,10,2502.82859
8.416917,10,2502.856544
8.850281,9,2502.888026
8.635288,9,2502.932929
4.2360783,10,2502.973599
10.039001,9,2503.023766
8.375141,11,2503.06713
7.8983607,10,2503.096584
7.268262,10,2503.1278
9.033279,10,2503.151405
10.504039,10,2503.181601
3.9500003,11,2503.213378
7.340331,10,2503.244398
9.08736,11,2504.9141
7.7473726,11,2504.941849
4.3,9,2504.963728
5.111313,10,2505.011985
4.5817094,10,2505.060324
8.234362,10,2505.091007
4.206003,11,2505.119791
9.989237,11,2505.172458
7.094413,11,2505.213703
5.943038,10,2505.248342
4.35,11,2505.286676
7.8196554,12,2505.328505
0.65,10,2505.364643
5.288987,10,2505.410656
8.653,10,2505.459587
0.39999998,10,2505.488727
8.221811,10,2505.536519
8.250989,9,2505.566825
8.760091,10,2505.590799
6.410979,10,2505.614019
7.8268285,10,2505.64393
7.899997,10,2505.668914
6.9054766,10,2505.708566
7.5917645,10,2505.741481
8.692267,9,2505.781593
6.29486,10,2505.812001
7.521325,11,2505.854955
9.193948,11,2505.91604
7.7394695,10,2505.971843
7.6448126,10,2506.01431
1.756026,11,2506.042485
5.3348455,10,2506.06882
9.774011,10,2506.091166
8.110029,11,2506.118394
7.3248224,10,2506.156841
8.869972,10,2506.203787
7.717756,10,2506.232335
5.6128597,10,2506.277423
9.057453,10,2506.32167
3.2,10,2506.364458
7.5661116,11,2506.403483
7.1895113,9,2506.440302
7.9869876,10,2506.484022
7.122236,9,2506.511812
8.372099,10,2506.539719
8.21066,11,2506.577118
1.3000001,10,2506.602289
8.551995,10,2506.637067
-5.3,10,2506.66874
6.241811,10,2506.694046
9.007277,10,2506.736284
8.244661,10,2506.778475
4.5276,11,2506.814022
7.2707214,10,2506.845872
7.1693673,12,2506.892038
4.3882856,10,2506.917893
7.1681223,11,2506.960323
0.7,9,2506.997995
7.9547396,10,2507.03893
4.278067,11,2507.066262
1.9000001,10,2507.110409
9.002769,9,2507.142316
3.3476534,11,2507.173835
4.279751,11,2507.200273
7.854579,11,2507.243193
8.41626,10,2507.28867
9.056464,11,2507.324619
9.390404,10,2507.373456
8.053084,10,2507.406669
9.603784,10,2507.452254
7.3736773,9,2507.485915
6.0289545,10,2507.527726
8.331232,9,2507.551396
8.527663,10,2507.58877
8.803014,10,2507.640308
2.95,10,2507.681806
8.74492,10,2507.707924
7.8456945,9,2507.740064
10.058531,10,2507.764992
7.5216055,11,2507.790775
8.582447,11,2507.839101
2.8275526,10,2507.880898
9.493282,10,2507.912515
9.266078,11,2507.949426
6.525124,10,2507.985451
7.987761,9,2508.015612
8.120675,10,2508.044506
9.409126,9,2508.063509
0.55,9,2508.086571
8.316227,10,2508.108774
9.384819,9,2508.146233
6.964625,10,2508.19188
7.25846,11,2508.236459
4.372718,11,2508.277975
9.232465,9,2508.312596
5.3423414,9,2508.340163
6.3307757,10,2508.367313
2.9752073,10,2508.399883
6.37165,11,2508.435009
8.150062,10,2508.472591
8.255881,9,2508.510604
9.061836,10,2511.165243
9.321877,10,2511.208281
8.309763,10,2511.246924
7.982983,10,2511.293419
9.150994,9,2511.325389
4.4048314,10,2511.359945
8.27851,11,2511.405437
8.247256,10,2511.440433
8.667995,11,2511.488467
8.44515,11,2511.533531
7.6980143,10,2511.560326
8.68205,10,2511.586489
8.03804,9,2511.610235
6.863768,10,2511.633088
7.89817,11,2511.66441
6.9191628,11,2511.714474
0.5,9,2511.757864
7.3316665,11,2511.795446
7.5001373,11,2511.827017
7.554073,10,2511.861968
7.7759113,11,2511.896802
6.0596647,10,2511.928384
8.30004,11,2511.969605
2.0,10,2512.026221
8.54803,10,2512.061954
7.7577395,9,2512.104436
7.2809505,11,2512.145848
7.875847,9,2512.171635
6.273936,11,2512.205862
10.674037,11,2512.231894
7.664217,10,2512.263423
3.0074112,11,2512.296391
4.3282194,9,2512.339541
2.1000001,11,2512.369055
9.105299,10,2512.407679
8.322722,9,2512.435622
0.6000001,10,2512.476332
7.1774073,11,2512.512436
2.860674,10,2512.541015
3.1967938,9,2512.575413
6.6667323,11,2512.627438
8.407844,10,2512.660892
6.0224147,10,2512.695747
9.241806,11,2512.744385
6.0161986,10,2512.787029
8.356926,11,2512.827375
9.360334,8,2512.848925
8.452244,9,2512.870824
7.3868036,10,2512.898841
8.755488,9,2512.927546
8.644711,9,2512.954827
3.3,11,2512.983255
6.4229054,11,2513.016461
7.378171,10,2513.059452
1.4602218,10,2513.09982
6.97543,10,2513.125359
8.671302,11,2513.15379
9.720056,11,2513.190076
7.491948,10,2513.212924
6.883132,11,2513.248836
6.5968785,10,2513.280883
3.2990117,9,2513.324138
3.6623359,10,2513.357366
8.740908,10,2513.406145
7.341665,9,2513.43513
6.263915,10,2513.469565
7.096646,11,2513.503447
9.011311,11,2513.552723
8.269117,10,2513.585834
8.013077,11,2513.625255
8.46209,10,2513.666551
9.138312,10,2513.703819
7.4279437,10,2513.745751
6.4492574,9,2513.771938
3.8556466,9,2513.816595
6.5338964,10,2513.852592
8.555828,10,2513.886999
5.4812713,11,2513.917141
9.1329365,10,2513.943559
8.698014,10,2513.968467
5.860763,11,2514.005981
10.300471,10,2514.054917
7.3281913,9,2514.099778
7.8054557,11,2514.151516
11.833101,10,2514.193944
5.143325,9,2514.220617
3.1352272,11,2514.257443
8.570671,9,2514.28898
4.8368025,11,2514.319746
7.777198,10,2514.362212
3.3901134,10,2514.392581
7.8312507,10,2514.42531
7.2660704,11,2514.454674
7.2506714,11,2514.499061
6.1281686,11,2514.53383
7.3195534,11,2514.574348
6.886553,10,2514.604063
8.176928,9,2514.635749
8.715193,10,2514.684933
8.243001,11,2514.716889
9.7463045,10,2514.756883
5.235507,11,2516.350538
5.056479,9,2516.371115
8.988574,10,2516.410537
6.0729113,10,2516.453315
7.3095193,11,2516.482338
7.7558875,10,2516.528958
2.8500001,11,2516.571146
7.5546556,11,2516.601351
6.5654917,10,2516.642998
8.270535,10,2516.673195
8.03284,9,2516.702781
7.1759276,11,2516.750679
9.018493,10,2516.7728
8.207953,11,2516.813015
11.486578,10,2516.855384
3.8327236,10,2516.902842
6.65214,11,2516.952103
7.093564,8,2516.979094
8.644806,11,2517.017431
3.3612604,10,2517.07135
7.95616,11,2517.10831
7.440234,10,2517.134167
5.851884,10,2517.158025
8.165102,10,2517.182063
9.746796,10,2517.215835
1.9,10,2517.240429
7.4741297,11,2517.265018
5.1333637,10,2517.300595
5.2,8,2517.334144
6.6094017,10,2517.363168
7.385771,10,2517.402855
9.344352,11,2517.440781
7.8059216,10,2517.474101
8.558841,9,2517.501053
2.0592704,9,2517.538853
8.3488455,11,2517.565469
8.54898,10,2517.588955
0.95000035,11,2517.629808
8.858619,9,2517.651398
6.3686576,11,2517.694295
7.6923523,11,2517.744333
6.073595,10,2517.769572
8.302664,11,2517.798366
7.6394606,10,2517.840797
5.834576,11,2517.868156
5.9613357,9,2517.891599
7.060156,11,2517.920527
5.3280587,11,2517.952837
6.761983,10,2517.985729
4.8391504,10,2518.031236
9.165921,10,2518.061978
7.2736087,10,2518.092073
8.03032,11,2518.127419
6.45648,10,2518.155383
7.211671,11,2518.183165
7.731811,9,2518.217002
2.5904753,10,2518.254162
7.665462,10,2518.2869
8.891529,10,2518.314117
6.123589,10,2518.347968
8.205375,10,2518.377943
5.79499,10,2518.41144
3.35,10,2518.446569
8.338796,10,2518.479771
9.19411,10,2518.507372
8.752001,10,2518.549231
6.619348,10,2518.588955
7.4972405,9,2518.610168
7.9982986,11,2518.634679
11.134663,10,2518.659068
5.8270707,10,2518.689411
7.487952,9,2518.714432
3.1000004,9,2518.745658
1.6360397,11,2518.789318
5.9188194,10,2518.817342
8.66074,11,2518.851123
1.3000002,10,2518.885553
7.220525,10,2518.911775
7.732851,8,2518.936178
6.092946,11,2518.987693
8.883403,10,2519.02529
6.443036,10,2519.071069
7.578285,11,2519.115506
9.268468,11,2519.162432
9.718495,10,2519.198201
2.4,10,2519.225545
6.6252456,10,2519.248791
7.5554314,11,2519.277362
1.5,11,2519.313096
8.007668,11,2519.353697
5.625405,10,2519.406063
5.9652023,10,2519.438136
5.7515945,11,2519.470196
5.2649484,10,2519.508384
9.2955675,9,2519.533225
5.7712097,10,2519.571647
9.774867,9,2519.598407
3.2525501,10,2519.631004
5.821267,10,2519.666842
4.81348,10,2519.701806
8.381433,9,2519.733923
6.1834974,10,2519.783053
7.617456,10,2521.660735
9.12129,10,2521.700352
3.7560933,10,2521.731874
5.1057706,10,2521.774369
6.9799623,10,2521.805977
8.796287,9,2521.830755
8.362896,11,2521.870579
6.3517933,9,2521.90589
1.95,10,2521.93834
7.597089,10,2521.96958
5.9507704,9,2521.991524
6.0463943,10,2522.017395
7.4966087,10,2522.041887
7.6930466,10,2522.064421
5.3635254,9,2522.09465
7.041665,11,2522.144803
3.2500002,10,2522.184688
8.729893,10,2522.218628
9.542582,10,2522.261164
7.324183,11,2522.295009
7.6721435,10,2522.331739
6.242852,9,2522.371783
8.3285265,10,2522.416194
2.7500002,10,2522.464599
8.205865,9,2522.497518
9.691983,10,2522.530329
7.2388253,11,2522.576564
7.5195622,9,2522.607759
7.476373,10,2522.638067
5.724203,11,2522.671886
6.286886,9,2522.69963
7.486439,11,2522.740839
5.876359,11,2522.787377
7.873631,10,2522.8257
9.565349,10,2522.854296
9.2369585,11,2522.889908
6.8565354,10,2522.926133
8.273739,10,2522.962607
2.003292,10,2522.993764
9.190129,10,2523.025007
2.95,10,2523.061518
0.24206975,10,2523.093996
9.295471,11,2523.127115
3.229012,10,2523.18179
5.2267523,10,2523.222311
8.973971,11,2523.253505
2.0009992,10,2523.296981
2.8500001,10,2523.331242
8.182627,9,2523.350924
7.0651765,10,2523.373611
7.8526735,11,2523.398242
8.851991,11,2523.421158
8.815529,10,2523.454305
6.049567,10,2523.483263
7.930231,10,2523.53144
0.8872245,11,2523.587951
7.6989727,11,2523.618215
9.248013,11,2523.65354
9.167878,11,2523.686388
7.0215592,10,2523.711608
1.1861963,10,2523.733428
6.78029,9,2523.755586
3.0177379,11,2523.77981
5.3602448,11,2523.804892
8.127397,10,2523.830566
6.868166,11,2523.858627
9.460453,10,2523.895793
8.258373,11,2523.933124
7.9256177,11,2523.963461
4.0396967,10,2524.009193
7.1032534,10,2524.044655
1.4500003,9,2524.068243
6.1084695,10,2524.094627
1.2,12,2524.145468
10.046229,10,2524.181396
7.1210747,10,2524.212917
3.0000002,11,2524.260502
2.3694148,11,2524.30475
4.7788224,10,2524.332421
3.9499998,11,2524.378903
8.6725,10,2524.420651
7.6559,12,2524.465094
9.6896925,10,2524.491509
7.7616277,10,2524.524106
6.769857,11,2524.552272
8.009039,10,2524.572767
9.178636,11,2524.598092
2.8,8,2524.615086
8.562568,11,2524.663765
7.0713844,10,2524.696139
6.9239726,11,2524.731457
7.2238216,11,2524.769146
7.5676374,10,2524.806849
1.0500001,10,2524.839576
6.254784,11,2524.869212
6.625954,10,2524.899153
3.8500001,9,2524.931413
-4.9,11,2524.970258
5.1775985,10,2524.995525
7.68906,10,2525.022578
7.2038403,11,2526.695798
7.821654,11,2526.742644
8.6339655,9,2526.768747
7.9946785,10,2526.809894
7.229906,10,2526.833983
8.400295,11,2526.865201
7.947407,10,2526.900843
7.1201544,11,2526.929499
8.7038965,10,2526.967388
0.0,11,2527.018455
8.873362,9,2527.03977
9.194574,10,2527.076979
5.82067,11,2527.108003
9.28417,11,2527.138515
6.5854683,11,2527.166509
7.0859566,9,2527.188394
6.5805035,10,2527.212577
5.0744333,10,2527.234777
8.005959,10,2527.258273
9.422195,10,2527.295825
10.060911,10,2527.328966
8.064883,11,2527.367455
6.9836903,9,2527.396092
8.030138,11,2527.439136
8.467566,10,2527.471775
1.3923786,11,2527.504234
8.208665,9,2527.53748
7.2297745,10,2527.563519
1.5,8,2527.591419
8.307386,11,2527.624074
8.128474,10,2527.660404
7.92543,10,2527.69687
5.2356176,10,2527.736106
9.251711,10,2527.763293
4.803021,11,2527.827769
8.206409,10,2527.877426
8.503282,10,2527.916182
7.344578,11,2527.951407
8.747496,11,2527.979069
8.814864,10,2528.007406
-0.45000002,10,2528.040486
8.562388,11,2528.076115
5.1096754,10,2528.108935
7.5939045,11,2528.154735
9.281019,10,2528.183261
7.697996,11,2528.236413
8.626229,11,2528.28219
7.2453203,11,2528.307317
6.4004145,10,2528.334909
10.090952,9,2528.355638
3.25,11,2528.39045
7.4026966,10,2528.423492
2.7,10,2528.447492
8.523286,10,2528.480581
6.4362288,10,2528.51493
8.940397,9,2528.54559
1.2373757,11,2528.589411
8.257447,10,2528.632763
4.409626,10,2528.663375
8.3402195,10,2528.698715
9.490932,9,2528.732642
1.55,10,2528.761494
5.83972,11,2528.7933
8.031772,10,2528.839086
8.239785,10,2528.876826
7.9149923,10,2528.910416
7.3845024,9,2528.937051
4.5388417,10,2528.974211
3.1123693,11,2529.028537
8.746723,11,2529.063325
9.295095,10,2529.111381
7.0474024,11,2529.18429
6.9993873,10,2529.21716
7.5341735,11,2529.256738
0.39999998,10,2529.28687
1.7500002,9,2529.318618
8.10215,10,2529.360182
8.535283,10,2529.395556
7.1176596,11,2529.435695
7.3168626,10,2529.46542
8.173521,10,2529.505009
0.5000001,11,2529.533828
8.1352625,10,2529.567832
0.09999998,11,2529.595054
7.7240806,10,2529.620023
8.754369,11,2529.656908
9.660767,11,2529.699614
0.90000004,11,2529.746175
1.9000001,9,2529.777859
7.785616,9,2529.805412
7.230977,11,2529.841828
8.13823,10,2529.8726
9.231281,10,2529.897365
8.101107,11,2529.930269
8.366021,10,2529.9734
6.7204795,10,2530.016437
4.2499995,10,2530.061407
8.129668,9,2530.098047
9.365052,10,2530.15804
5.9707527,11,2530.202785
6.697029,10,2531.923304
9.230839,11,2531.956876
7.4794054,10,2531.985609
8.922817,10,2532.023823
8.769669,10,2532.069006
6.4730754,10,2532.104407
7.630171,11,2532.159919
8.393994,10,2532.215546
8.178407,10,2532.280976
9.651966,11,2532.310826
8.504636,11,2532.336973
1.2614499,10,2532.37739
-4.85,9,2532.400409
-5.3500004,9,2532.425457
1.8499999,10,2532.472473
4.3175435,11,2532.512692
7.9572124,10,2532.541484
8.265731,10,2532.567689
5.627678,9,2532.596977
5.690036,10,2532.625914
3.2364116,10,2532.656137
6.6779256,10,2532.680869
4.7180705,11,2532.709496
6.8271804,11,2532.741165
7.2681417,10,2532.776073
6.60013,10,2532.807276
-0.15,10,2532.833104
8.473237,10,2532.865903
7.1119566,11,2532.9056
7.22641,9,2532.933921
0.65,10,2532.972512
7.3163834,10,2533.018768
8.569108,11,2533.051221
6.0827503,11,2533.083941
4.9715633,10,2533.121003
8.029849,10,2533.166991
3.311388,10,2533.193779
3.7,9,2533.22013
9.191513,9,2533.261113
7.103159,11,2533.288924
9.534903,10,2533.312664
7.845742,11,2533.340098
8.372202,8,2533.362726
1.157092,11,2533.395566
5.769279,9,2533.416152
8.503138,11,2533.443895
3.0,11,2533.685409
5.511472,11,2533.723801
8.002905,9,2533.752788
5.480611,10,2533.792186
6.619818,9,2533.824515
3.4815578,10,2533.862261
7.3842783,10,2533.893169
7.3580914,9,2533.926757
7.497483,9,2533.958899
9.306535,9,2533.995415
7.6759944,11,2534.031762
8.157562,10,2534.069782
8.849829,10,2534.11254
2.5063682,10,2534.15167
1.25,10,2534.186809
4.4758997,10,2534.218759
7.1999564,10,2534.255292
8.106721,11,2534.307135
8.880225,10,2534.345616
9.155109,11,2534.396437
5.300558,10,2534.431464
5.673622,9,2534.462779
8.153928,10,2534.491453
5.1500006,11,2534.524309
7.108807,10,2534.573227
5.5802364,13,2534.610473
7.520511,12,2534.642884
7.278144,11,2534.681881
7.596923,11,2534.721442
10.072132,9,2534.74543
8.180431,11,2534.779509
3.8500001,10,2534.821523
7.245784,10,2534.861745
6.6514874,10,2534.891846
5.2990546,10,2534.927934
6.5290446,9,2534.95223
9.643499,11,2534.990535
9.279752,9,2535.025127
5.1561284,10,2535.065307
7.385233,9,2535.092458
6.9950595,11,2535.143373
1.55,11,2535.177867
3.9252906,11,2535.211794
8.0074005,9,2535.247621
8.826146,9,2535.276951
7.9675245,10,2535.329073
7.367817,11,2535.362705
7.4099054,10,2535.394727
6.1756783,10,2535.440042
1.45,10,2535.469682
5.510416,10,2535.521024
8.390972,9,2535.558226
6.6702914,10,2535.595735
8.110322,11,2535.647303
7.9771748,10,2535.680223
8.987477,11,2537.496331
8.863632,11,2537.549263
7.236887,12,2537.58505
9.931682,11,2537.623172
7.303948,10,2537.663254
10.779123,10,2537.685903
7.399156,11,2537.713176
6.396103,10,2537.736956
6.30332,11,2537.761482
6.8812294,12,2537.80214
4.0657897,10,2537.84582
9.61759,10,2537.871804
