steps,total_reward,max_alert_level,final_alert_level,total_data_exfiltrated,final_nodes_compromised,nodes_compromised_history,alert_level_history,data_exfiltrated_history,resources_left,action_distribution,model
9,7.996276463343909,0.13996276463343912,0.0,0.39962764633439085,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.12566570858052767, 0.13439148532010473, 0.13996276463343912, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.2566570858052765, 0.343914853201047, 0.39962764633439085, 0.39962764633439085]",0,"[2, 2, 1, 0, 3, 1]",PPO
10,8.727896151015267,0.04127896151015269,0.0,0.41278961510152684,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00423601862408581, 0.031649956510345294, 0.04127896151015269, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.042360186240858105, 0.3164995651034529, 0.41278961510152684, 0.41278961510152684]",-1,"[4, 1, 1, 0, 3, 1]",PPO
10,0.55,0.1,0.1,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[9, 1, 0, 0, 0, 0]",PPO
10,1.3,0.2,0.2,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0.0, 0.0, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[8, 1, 1, 0, 0, 0]",PPO
9,9.170697381368356,0.04520697381368356,0.0,0.45206973813683565,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.015699352666370684, 0.027787712939075344, 0.03405734974393825, 0.04520697381368356, 0]","[0.0, 0.0, 0.0, 0.0, 0.15699352666370683, 0.27787712939075343, 0.34057349743938253, 0.45206973813683565, 0.45206973813683565]",0,"[1, 1, 2, 0, 4, 1]",PPO
9,8.927917844228386,0.19477917844228387,0.0,0.4477917844228385,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.15, 0.15, 0.16829584952711674, 0.1698368847903566, 0.1890854202834712, 0.19477917844228387, 0]","[0.0, 0.0, 0.0, 0.0, 0.18295849527116728, 0.19836884790356596, 0.39085420283471184, 0.4477917844228385, 0.4477917844228385]",0,"[1, 1, 2, 0, 4, 1]",PPO
9,7.596245127268322,0.1869624512726832,0.0,0.3696245127268321,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.15, 0.15, 0.1787625936587376, 0.18257133114985172, 0.1869624512726832, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.28762593658737595, 0.3257133114985173, 0.3696245127268321, 0.3696245127268321]",0,"[2, 1, 2, 0, 3, 1]",PPO
9,8.777116368747002,0.04127116368747003,0.0,0.4127116368747003,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.013433636035934015, 0.017506867833307255, 0.037832122272452834, 0.04127116368747003, 0]","[0.0, 0.0, 0.0, 0.0, 0.13433636035934016, 0.17506867833307255, 0.3783212227245283, 0.4127116368747003, 0.4127116368747003]",0,"[1, 1, 2, 0, 4, 1]",PPO
10,-0.39999999999999997,0.0,0.0,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",PPO
9,8.292878357952446,0.18842878357952447,0.0,0.3842878357952447,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.15, 0.15, 0.177750827099106, 0.18167091587061518, 0.18628050064595744, 0.18842878357952447, 0]","[0.0, 0.0, 0.0, 0.0, 0.2775082709910601, 0.3167091587061519, 0.3628050064595745, 0.3842878357952447, 0.3842878357952447]",0,"[1, 1, 2, 0, 4, 1]",PPO
10,8.42647341850839,0.13926473418508392,0.0,0.3926473418508391,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.10455467725801186, 0.1289997421001638, 0.13687711367118005, 0.13926473418508392, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.04554677258011858, 0.28999742100163795, 0.36877113671180045, 0.3926473418508391, 0.3926473418508391]",-1,"[2, 2, 1, 0, 4, 1]",PPO
10,5.593102798932215,0.16593102798932213,0.16593102798932213,0.1593102798932215,1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.15, 0.16593102798932213]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1593102798932215]",0,"[6, 1, 2, 0, 1, 0]",PPO
10,-0.49999999999999994,0.0,0.0,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",PPO
10,7.931671093243835,0.038316710932438346,0.0,0.3831671093243834,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.01882003613554896, 0.03466572228773303, 0.03466572228773303, 0.038316710932438346, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.18820036135548956, 0.34665722287733025, 0.34665722287733025, 0.3831671093243834, 0.3831671093243834]",-1,"[4, 1, 1, 0, 3, 1]",PPO
9,8.844825891708586,0.19394825891708584,0.0,0.4394825891708587,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.15, 0.15, 0.166666759933389, 0.18225032023968374, 0.186109720884428, 0.19394825891708584, 0]","[0.0, 0.0, 0.0, 0.0, 0.16666759933389017, 0.3225032023968375, 0.3610972088442803, 0.4394825891708587, 0.4394825891708587]",0,"[1, 1, 2, 0, 4, 1]",PPO
10,-0.2,0.05,0.05,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.05, 0.05, 0.05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",PPO
10,5.513067052379391,0.42663067052379394,0.42663067052379394,0.2663067052379391,1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0.0, 0.0, 0.0, 0.1, 0.2, 0.30000000000000004, 0.4, 0.4, 0.4, 0.42663067052379394]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2663067052379391]",0,"[3, 5, 1, 0, 1, 0]",PPO
10,8.611075217744968,0.04511075217744969,0.04511075217744969,0.45110752177449687,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006170055242983356, 0.009219079874308374, 0.03358838166270776, 0.04511075217744969]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.061700552429833556, 0.09219079874308372, 0.33588381662707756, 0.45110752177449687]",0,"[4, 1, 1, 0, 4, 0]",PPO
10,3.8643407651215034,0.10564340765121505,0.10564340765121505,0.05643407651215037,1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.1, 0.10564340765121505]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05643407651215037]",0,"[6, 2, 1, 0, 1, 0]",PPO
9,9.37087930152448,0.0962087930152448,0.0,0.4620879301524481,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.07911416618433967, 0.08629546957362921, 0.0962087930152448, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.2911416618433966, 0.36295469573629213, 0.4620879301524481, 0.4620879301524481]",0,"[3, 1, 1, 0, 3, 1]",PPO
10,-0.39999999999999997,0.05,0.05,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",PPO
9,9.550364879871957,0.042503648798719575,0.0,0.42503648798719573,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.024880334149949956, 0.03628313284652995, 0.042503648798719575, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.24880334149949954, 0.36283132846529953, 0.42503648798719573, 0.42503648798719573, 0.42503648798719573]",-1,"[2, 1, 1, 0, 3, 2]",PPO
10,7.356859426100235,0.08756859426100234,0.08756859426100234,0.37568594261002347,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.016592037137162733, 0.024290650082217476, 0.03248091043199896, 0.03248091043199896, 0.08248091043199896, 0.08756859426100234]","[0.0, 0.0, 0.0, 0.0, 0.16592037137162735, 0.24290650082217477, 0.3248091043199896, 0.3248091043199896, 0.3248091043199896, 0.37568594261002347]",0,"[4, 1, 1, 0, 4, 0]",PPO
9,8.399295796033318,0.037492957960333174,0.0,0.3749295796033317,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.02897130265260553, 0.03413463019767127, 0.037492957960333174, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.28971302652605524, 0.3413463019767126, 0.3749295796033317, 0.3749295796033317]",0,"[3, 1, 1, 0, 3, 1]",PPO
10,3.4,0.0,0.0,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[8, 1, 1, 0, 0, 0]",PPO
10,5.383636305833777,0.37333636305833784,0.37333636305833784,0.23336363058337772,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.1, 0.2, 0.2, 0.35, 0.35, 0.3532285572164204, 0.3614724919994011, 0.366391790705454, 0.37333636305833784]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03228557216420392, 0.11472491999401108, 0.16391790705453985, 0.23336363058337772]",0,"[1, 3, 2, 0, 4, 0]",PPO
9,8.719152275599638,0.19319152275599638,0.0,0.43191522755996387,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.15, 0.15, 0.16051121909347038, 0.18271250845341017, 0.19319152275599638, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.10511219093470381, 0.3271250845341017, 0.43191522755996387, 0.43191522755996387]",0,"[2, 1, 2, 0, 3, 1]",PPO
10,-0.2,0.1,0.1,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",PPO
10,4.1,0.0,0.0,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[8, 1, 1, 0, 0, 0]",PPO
10,7.689177572453463,0.14189177572453465,0.14189177572453465,0.41891775724534625,1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.1, 0.12045236879894013, 0.1323641816703435, 0.14189177572453465]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20452368798940118, 0.32364181670343484, 0.41891775724534625]",0,"[4, 2, 1, 0, 3, 0]",PPO
10,-0.10000000000000002,0.1,0.1,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",PPO
9,7.880391657021672,0.3373039165702167,0.0373039165702167,0.37303916570216716,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.15, 0.3, 0.3, 0.3120364906158848, 0.33552080727909095, 0.3373039165702167, 0.0373039165702167]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.12036490615884775, 0.35520807279090955, 0.37303916570216716, 0.37303916570216716]",0,"[1, 1, 3, 0, 3, 1]",PPO
10,0.6499999999999999,0.8,0.8,0.0,1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.1, 0.2, 0.2, 0.35, 0.5, 0.65, 0.8]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[3, 3, 4, 0, 0, 0]",PPO
10,8.013583074306002,0.33863583074306003,0.03863583074306004,0.3863583074306001,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.15, 0.3, 0.3, 0.3095502687695054, 0.3226054598828613, 0.33452195859193123, 0.33863583074306003, 0.03863583074306004]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.09550268769505418, 0.22605459882861303, 0.345219585919312, 0.3863583074306001, 0.3863583074306001]",-1,"[1, 1, 3, 0, 4, 1]",PPO
9,9.521713061459968,0.04371713061459967,0.0,0.43717130614599664,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.022825309134493807, 0.0334600863267681, 0.04371713061459967, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.22825309134493804, 0.3346008632676809, 0.43717130614599664, 0.43717130614599664, 0.43717130614599664]",-1,"[1, 1, 2, 0, 3, 2]",PPO
10,8.67157683826647,0.1412157683826647,0.0,0.412157683826647,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.1, 0.1, 0.1, 0.10947608543868634, 0.11948534677883457, 0.13512046557695775, 0.13537551723919125, 0.1412157683826647, 0]","[0.0, 0.0, 0.0, 0.0, 0.09476085438686338, 0.19485346778834575, 0.3512046557695776, 0.3537551723919125, 0.412157683826647, 0.412157683826647]",-1,"[1, 2, 1, 0, 5, 1]",PPO
10,6.38882784528984,0.27638827845289843,0.27638827845289843,0.263882784528984,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.1, 0.1, 0.25, 0.25, 0.2749053770551299, 0.27623966431418295, 0.27638827845289843]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2490537705512989, 0.2623966431418292, 0.263882784528984]",0,"[3, 2, 2, 0, 3, 0]",PPO
10,4.905558471537061,0.05755558471537061,0.05755558471537061,0.07555584715370607,1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0.0, 0.0, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05755558471537061]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07555584715370607]",0,"[7, 1, 1, 0, 1, 0]",PPO
10,6.56405741725743,0.1816405741725743,0.1816405741725743,0.31640574172574304,1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.15, 0.1816405741725743]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31640574172574304]",0,"[6, 1, 2, 0, 1, 0]",PPO
10,8.085537691972554,0.08985537691972553,0.0,0.39855376919725527,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.05, 0.05, 0.05, 0.05, 0.06733481088649665, 0.07176893655844692, 0.08985537691972553, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17334810886496652, 0.21768936558446922, 0.39855376919725527, 0.39855376919725527]",-1,"[4, 1, 1, 0, 3, 1]",PPO
10,-0.39999999999999997,0.0,0.0,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",PPO
10,7.890389123163722,0.036903891231637224,0.036903891231637224,0.3690389123163722,1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013349192326886741, 0.036903891231637224]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1334919232688674, 0.3690389123163722]",0,"[6, 1, 1, 0, 2, 0]",PPO
10,1.95,0.0,0.0,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[9, 1, 0, 0, 0, 0]",PPO
10,6.171482527914726,0.6367148252791472,0.6367148252791472,0.3671482527914727,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.15, 0.3, 0.44999999999999996, 0.6, 0.6, 0.620718105258338, 0.6367148252791472]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.207181052583381, 0.3671482527914727]",0,"[2, 1, 5, 0, 2, 0]",PPO
10,1.95,0.0,0.0,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[9, 1, 0, 0, 0, 0]",PPO
10,7.947778573911868,0.13997778573911868,0.0,0.3997778573911869,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.1, 0.1, 0.1, 0.10764438884473349, 0.13022558445689877, 0.13997778573911868, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07644388844733477, 0.3022558445689878, 0.3997778573911869, 0.3997778573911869]",-1,"[3, 2, 1, 0, 3, 1]",PPO
10,5.533546152475468,0.013835461524754677,0.013835461524754677,0.13835461524754675,1,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013835461524754677]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13835461524754675]",0,"[7, 1, 1, 0, 1, 0]",PPO
10,7.366693866352307,0.43966693866352313,0.43966693866352313,0.3966693866352309,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.1, 0.1, 0.25, 0.4, 0.4, 0.4305162506880329, 0.4316820458525166, 0.43966693866352313]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30516250688032875, 0.316820458525166, 0.3966693866352309]",0,"[2, 2, 3, 0, 3, 0]",PPO
10,1.65,0.0,0.0,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[9, 1, 0, 0, 0, 0]",PPO
9,7.774344619019366,0.036243446190193665,0.0,0.3624344619019366,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0027102645416595943, 0.019246373795407605, 0.036243446190193665, 0.036243446190193665, 0]","[0.0, 0.0, 0.0, 0.0, 0.02710264541659594, 0.19246373795407604, 0.3624344619019366, 0.3624344619019366, 0.3624344619019366]",0,"[3, 1, 1, 0, 3, 1]",PPO
10,1.35,0.0,0.0,0.0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[9, 1, 0, 0, 0, 0]",PPO
10,7.5819801824541,0.48731980182454093,0.18731980182454094,0.37319801824541005,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.15, 0.3, 0.44999999999999996, 0.44999999999999996, 0.47252946267028684, 0.48670676412958674, 0.48731980182454093, 0.18731980182454094]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.225294626702869, 0.3670676412958679, 0.37319801824541005, 0.37319801824541005]",-1,"[1, 1, 4, 0, 3, 1]",PPO
10,4.668291962824294,0.31068291962824296,0.31068291962824296,0.10682919628242944,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.3, 0.3, 0.3021999907041291, 0.31068291962824296]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021999907041291084, 0.10682919628242944]",0,"[4, 1, 3, 0, 2, 0]",PPO
9,9.325426958334623,0.041754269583346215,0.0,0.41754269583346215,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0275093659807503, 0.032673400055099305, 0.041754269583346215, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.275093659807503, 0.326734000550993, 0.41754269583346215, 0.41754269583346215, 0.41754269583346215]",-1,"[1, 1, 2, 0, 3, 2]",PPO
10,-0.10000000000000002,0.1,0.1,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.05, 0.05, 0.1, 0.1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",PPO
9,9.48637448285637,0.043363744828563706,0.0,0.43363744828563705,1,"[0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.02561310657373547, 0.03927179952873671, 0.043363744828563706, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.25613106573735467, 0.39271799528736706, 0.43363744828563705, 0.43363744828563705, 0.43363744828563705]",-1,"[1, 1, 2, 0, 3, 2]",PPO
10,6.562143221873389,0.03012143221873388,0.03012143221873388,0.3012143221873388,1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026180785939014677, 0.0301124934952298, 0.03012143221873388]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2618078593901468, 0.301124934952298, 0.3012143221873388]",0,"[5, 1, 1, 0, 3, 0]",PPO
10,5.129066605699059,0.6267906660569905,0.6267906660569905,0.26790666056990586,1,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.15, 0.3, 0.44999999999999996, 0.6, 0.6, 0.6267906660569905]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26790666056990586]",0,"[3, 1, 5, 0, 1, 0]",PPO
10,-0.49999999999999994,0.05,0.05,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",PPO
10,7.905770562212749,0.037057705622127485,0.037057705622127485,0.37057705622127485,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013398774452408994, 0.01445259353515238, 0.03484967942525996, 0.037057705622127485]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13398774452408993, 0.14452593535152378, 0.3484967942525996, 0.37057705622127485]",0,"[4, 1, 1, 0, 4, 0]",PPO
10,6.715977148581959,0.026159771485819595,0.026159771485819595,0.26159771485819594,1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020422354138865294, 0.026159771485819595]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20422354138865292, 0.26159771485819594]",0,"[6, 1, 1, 0, 2, 0]",PPO
10,8.29636563556711,0.23996365635567113,0.0,0.39963656355671107,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.1, 0.2, 0.2, 0.2, 0.21438238733830425, 0.22292102990442692, 0.23996365635567113, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14382387338304234, 0.22921029904426893, 0.39963656355671107, 0.39963656355671107]",-1,"[2, 3, 1, 0, 3, 1]",PPO
10,6.588722260891107,0.48288722260891104,0.48288722260891104,0.3288722260891107,1,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.15, 0.3, 0.44999999999999996, 0.44999999999999996, 0.4687353032031082, 0.4693189977687794, 0.48288722260891104]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18735303203108244, 0.19318997768779422, 0.3288722260891107]",0,"[2, 1, 4, 0, 3, 0]",PPO
10,-0.10000000000000002,0.0,0.0,0.0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[10, 0, 0, 0, 0, 0]",PPO
10,0.5999999999999999,0.75,0.75,0.0,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.3, 0.44999999999999996, 0.6, 0.75]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,"[4, 1, 5, 0, 0, 0]",PPO
